,收盘,换手率,成交均价,gain,loss,gain_llt,loss_llt,vnsp_llt
2016-08-11,3002.64,0.0038,1111.0829147709148,0.0035045588182707715,-0.04091697349189054,0.023681033210072432,-0.014263549853502512,0.025528990306857645
2016-08-12,3050.67,0.0039,1066.1888931023907,0.0018510374631458086,-0.04790481594198746,0.02197081810379004,-0.015927144925079725,0.023562732636909587
2016-08-15,3125.2,0.0069999999999999,1102.0595980047572,3.351569189593559e-05,-0.08953194851354983,0.020237298328699284,-0.019094928161023955,0.021659974206110506
2016-08-16,3110.04,0.0065,1108.5619296770633,0.0009820866990865344,-0.05451168664702127,0.01856659006034486,-0.02232658057056384,0.01982973901629264
2016-08-17,3109.55,0.005,1138.2606850303468,0.0018683997525734005,-0.04786381528823817,0.017043894638076866,-0.024048246484400043,0.018087525935507456
2016-08-18,3104.11,0.0054,1120.3815333041032,0.009332905041436497,-0.026830437412747606,0.01587417457595928,-0.024787898703333023,0.016482564843129127
2016-08-19,3108.1,0.0045,1091.0921105408054,0.004263759270878259,-0.03754961985139378,0.01484674885082296,-0.025157946711082596,0.015055260477851348
2016-08-22,3084.8,0.0043,1120.0237227961452,0.00043613958076550296,-0.06122041470587075,0.013587632689382652,-0.026629984522189322,0.013750099613142842
2016-08-23,3089.71,0.0038,1110.39622162787,0.004323333681040096,-0.03663299090425475,0.012399584963664194,-0.028001731807565416,0.012515543566898747
2016-08-24,3085.88,0.0034,1155.4833961293714,0.002189836057612816,-0.043232165020869365,0.01133442069253856,-0.028722552547285653,0.011358640124018757
2016-08-25,3068.33,0.0040999999999999,1154.1476242031829,0.01724678018088865,-0.017211754972615553,0.010749521164293598,-0.028777389297863158,0.010348854672254413
2016-08-26,3070.31,0.0034999999999999,1178.036238905975,0.01603451657294823,-0.017681252085729713,0.010651441678229285,-0.027999373857498722,0.009597467139970884
2016-08-29,3070.03,0.0034,1151.5386773893974,0.027530530722866303,-0.009699684552755671,0.010900534919665507,-0.027015916789499547,0.00916673421554226
2016-08-30,3074.68,0.0033,1166.9387434715172,0.014075596950641953,-0.018999322016373072,0.011081559443732533,-0.026124428107430663,0.009013649164974852
2016-08-31,3085.49,0.0033,1195.3581300074898,0.021502476968380407,-0.013070238391114378,0.011065337428563657,-0.025387385702934064,0.009013674769235452
2016-09-01,3063.3,0.0036,1141.1305350292846,0.037616330631206125,-0.004878839976065983,0.011822890435462124,-0.02422865596390515,0.009215811233500217
2016-09-02,3067.35,0.0034999999999999,1133.9025173263767,0.009841186899013553,-0.0229852514541016,0.012171445117557664,-0.023450682809360815,0.009620698330301658
2016-09-05,3072.09,0.0034,1112.306746952357,0.007420766969903493,-0.026079712979070992,0.011528038748287889,-0.023402068601894453,0.009931086609052203
2016-09-06,3090.71,0.004,1116.5310193729952,0.002082933703042318,-0.03931338912161164,0.010670733062881833,-0.023888765795132043,0.009963580924349787
2016-09-07,3091.93,0.0044,1108.075031936261,0.0029670192126407266,-0.03544622682504365,0.009717532283405104,-0.02465812141083846,0.009737622019090054
2016-09-08,3095.95,0.0034,1137.5115299973977,0.001413757708087986,-0.041138199772751606,0.008796319590029607,-0.0254508695251389,0.00930899909943321
2016-09-09,3078.85,0.0038,1132.9449207417804,0.009633733990874804,-0.021296886634400488,0.00814421192488786,-0.025746180301249363,0.008777567385141584
2016-09-12,3021.98,0.0048,1076.8619126549693,0.00796485452146319,-0.023385845810571796,0.007744376952503648,-0.02545105195774656,0.008250752917146192
2016-09-13,3023.51,0.0032,1128.5474440753535,0.00016257467431792292,-0.06832659945609461,0.007063480379819379,-0.026700934985091546,0.007730749876917273
2016-09-14,3002.85,0.0031,1110.4504289006886,0.007411446657608709,-0.024746520827392367,0.006405280330325144,-0.027935040237931145,0.007184945337714553
2016-09-19,3026.05,0.0028,1116.9536444390992,0.0024122749649922418,-0.035366402050744976,0.005859874870562907,-0.028037739130353234,0.006633169652753457
2016-09-20,3023.0,0.0028,1174.3816807686003,0.0039814955574645015,-0.029963735890802277,0.005237092676317584,-0.028305638285534306,0.006074016921768482
2016-09-21,3025.87,0.0027,1159.1109681161051,0.0321827296993852,-0.007130883818783551,0.005620365821986281,-0.02764277802642625,0.005663187415292355
2016-09-22,3042.31,0.0033,1141.5660794264973,0.022345794870923464,-0.010727316973479556,0.006589487301219558,-0.026387361438509636,0.0056227963945401985
2016-09-23,3033.9,0.0029,1173.4739423316528,0.013076852941024621,-0.016024378362762496,0.0068970390027474114,-0.025483350326742423,0.005837496015438717
2016-09-26,2980.43,0.0034,1124.2079036412358,0.03163981491754113,-0.006398559490437668,0.007498603377451013,-0.02448386837400278,0.006174380889151045
2016-09-27,2998.17,0.0028,1095.9007211171272,0.006269550712374767,-0.023919127208178077,0.007855980679489158,-0.02379130678706888,0.006606331805885836
2016-09-28,2987.86,0.0024,1112.8946364295189,0.0009024772114776393,-0.043717144596134606,0.007202717399323336,-0.02434766584644039,0.006897650493798735
2016-09-29,2998.48,0.0026,1084.041361380662,0.0031546062058658256,-0.028604843672107666,0.00648640872496311,-0.02503069176905006,0.006905509678656227
2016-09-30,3004.7,0.0024,1113.1014704772597,0.00041413709148672257,-0.05288047045499711,0.005795629064110649,-0.025979602512126353,0.006698959186077997
2016-10-10,3048.14,0.0037,1096.6609196481336,0.003587234657272089,-0.02778054832429736,0.005159160107790037,-0.026856375094165916,0.006349849226876371
2016-10-11,3065.25,0.0039,1098.7254554345266,0.0011159404475203343,-0.040021310604582486,0.00458316867328167,-0.027272925363814256,0.005911909910585321
2016-10-12,3058.5,0.0033,1122.7380411487738,0.0013086518311188249,-0.036222837170199904,0.003967833809005479,-0.027944261148657733,0.005412142881782111
2016-10-13,3061.34,0.0036,1074.8215811182256,0.0076460978222712,-0.01836395700738494,0.003601573725458231,-0.02787898066833905,0.004900656318042417
2016-10-14,3063.81,0.0036,1054.1873430244368,0.00013350867708999685,-0.054281268677931246,0.0032216649729560776,-0.02840450781860187,0.004422119889645974
2016-10-17,3041.17,0.0038,1102.9773124784551,0.0,-0.07427066469368411,0.002618341229110898,-0.030722633069933048,0.00395283283991383
2016-10-18,3083.88,0.0043,1076.8703563333522,0.0030829771734128346,-0.02922632003923877,0.002147099462964091,-0.03211257086866068,0.0034859268135634947
2016-10-19,3084.72,0.0043,1082.26546984037,0.0005761989884009057,-0.05066114804444574,0.0017243381208878867,-0.032666230005668,0.003035771159882728
2016-10-20,3084.46,0.0038,1105.688188097028,0.0010483069145923877,-0.044209288162178687,0.0012627938227840257,-0.03367922022736725,0.0025971586783233008
2016-10-21,3090.94,0.0044,1077.7295357960163,0.004612498060994655,-0.024240271900659013,0.0009617871908568969,-0.03378250346838867,0.002183975766479316
2016-10-24,3128.25,0.0056,1040.8778772035114,0.0006430266084343716,-0.04531558435776426,0.0006690248845962925,-0.03391557519854548,0.0018092889393380627
2016-10-25,3131.94,0.0048,1085.949899099914,0.0,-0.07926697133692594,0.0002472611373044235,-0.035830356906738664,0.001464218951558845
2016-10-26,3116.31,0.0045,1125.7645532623535,0.0027222293694813405,-0.03374809415547161,-7.960773170086048e-05,-0.0372739291979253,0.0011517608888506883
2016-10-27,3112.35,0.0037,1153.3353869912603,0.015960383609186893,-0.00851545496227583,0.00013515678680760154,-0.03634436082342412,0.0009384579897054094
2016-10-28,3104.27,0.0043,1169.5449493130277,0.03408701441624549,-0.001945244986617617,0.0013658901591259366,-0.03442422575055981,0.0010257721689216248
2016-10-31,3100.49,0.0034999999999999,1177.6882983146,0.04632718265723485,-0.0005176566921515918,0.0035301462164407144,-0.032336480713626145,0.001657983370295474
2016-11-01,3122.44,0.0037,1222.1750373222812,0.0519910470995314,-0.00021840772538349012,0.0061764432063551285,-0.030293801890279623,0.0029326828792480748
2016-11-02,3102.73,0.0043,1213.189785189929,0.08579319628614962,0.0,0.009981624114089305,-0.02833387054855814,0.004959469930338284
2016-11-03,3128.94,0.0052,1192.093004761818,0.07777037967583308,-0.0001349116040580097,0.014442999005750199,-0.02646729632174913,0.00784480541236746
2016-11-04,3125.32,0.0046,1209.2239499748682,0.060318687892220585,-0.0008679996013567024,0.017860624815507552,-0.024720960311580654,0.011279702405605451
2016-11-07,3133.33,0.0042,1173.8050119260004,0.07153870886700593,-0.00025885417430770687,0.020910197218563537,-0.023065255764622383,0.014854998252506761
2016-11-08,3147.89,0.0045,1161.061696365652,0.044511453326953575,-0.0028435733275606226,0.02329744799988167,-0.021556395129686007,0.01833520290929085
2016-11-09,3128.37,0.0056,1149.7809717894777,0.035473357103973445,-0.004974122790625391,0.024395277330392248,-0.02027668078054489,0.021389855799343348
2016-11-10,3171.28,0.0056999999999999,1171.1772191362293,0.027994124724300722,-0.007508717900761902,0.024901951786217732,-0.01921361319471079,0.02379227988992678
2016-11-11,3196.04,0.0073,1105.8995851304478,0.04074245536495411,-0.003142273542296192,0.02555463166442758,-0.018145599005855,0.025628719914987656
2016-11-14,3210.37,0.0077,1052.6877425591135,0.006403053399729459,-0.026991106331080553,0.025472587498691523,-0.0177662201280061,0.026946125858642467
2016-11-15,3206.99,0.0056,1108.4225823654076,0.0002743873552349381,-0.07182539358081616,0.02407784648752016,-0.019641856121046585,0.02754484044554378
2016-11-16,3205.06,0.0052,1104.1070862330398,0.008647653498489265,-0.02411994939585692,0.02282376066317785,-0.02133514945024612,0.027430174799886593
2016-11-17,3208.45,0.005,1058.6799429807463,0.006787981126664712,-0.02658086203085094,0.021842632238255024,-0.021476594182723987,0.0268609297924398
2016-11-18,3192.85,0.0049,1121.6500684643763,0.000659441501944654,-0.06428608353936982,0.02064983972053372,-0.022919208155108575,0.025980209777085643
2016-11-21,3218.15,0.0054,1141.012637676386,0.014373942662437456,-0.017266015295916485,0.0197624669922391,-0.023990076158726874,0.02490926146786383
2016-11-22,3248.35,0.0060999999999999,1117.9264600839592,0.024373989320289557,-0.009970350365893681,0.019690317763318366,-0.023243672423075255,0.023891137198682452
2016-11-23,3241.14,0.0058,1111.9495966214026,0.01261607638074385,-0.019006846387441666,0.019565319458280526,-0.02259167220805311,0.023044827270610843
2016-11-24,3241.74,0.0054,1150.2216996581756,0.009782510025600643,-0.021897642591263488,0.018972745085551378,-0.02236086793916091,0.02225117174274713
